agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,colocated,queryTime
USGS,1095503,"NASHUA RIVER, WATER STREET BRIDGE, AT CLINTON, MA",ST,42.41944444,-71.6661111,FALSE,7/7/2022 11:41
USGS,1096000,"SQUANNACOOK RIVER NEAR WEST GROTON, MA",ST,42.63425619,-71.6578479,FALSE,7/7/2022 11:41
USGS,1110500,"BLACKSTONE RIVER AT NORTHBRIDGE, MA",ST,42.15370688,-71.65201138,FALSE,7/7/2022 11:41
USGS,10965995,"ASSABET RIVER, MILL ROAD NEAR WESTBORO, MA",ST,42.26944444,-71.6333333,FALSE,7/7/2022 11:41
USGS,1111050,"MUMFORD RIVER AT UXBRIDGE, MA",ST,42.07509705,-71.62478787,FALSE,7/7/2022 11:41
USGS,1111225,"EMERSON BROOK NEAR UXBRIDGE, MA",ST,42.04454195,-71.6220098,FALSE,7/7/2022 11:41
USGS,1111212,"BLACKSTONE RIVER, RT 122 BRIDGE NEAR UXBRIDGE, MA",ST,42.05481959,-71.6164542,FALSE,7/7/2022 11:41
USGS,4.23327E+14,MA-AYW   43,GW,42.5576222,-71.6110417,FALSE,7/7/2022 11:41
USGS,1095880,"NONACOICUS BROOK NEAR AYER, MA",ST,42.56203529,-71.6103459,FALSE,7/7/2022 11:41
USGS,1096050,"SQUANNACOOK RIVER NEAR SHIRLEY, MA",ST,42.58231277,-71.60979048,FALSE,7/7/2022 11:41
USGS,1095920,"NASHUA RIVER NEAR AYER, MA",ST,42.5784239,-71.60923487,FALSE,7/7/2022 11:41
USGS,1111208,"WEST RIVER AT HECLA STREET NEAR UXBRIDGE, MA",ST,42.07055556,-71.6086111,FALSE,7/7/2022 11:41
USGS,1111200,"WEST RIVER BELOW WEST HILL DAM, NR UXBRIDGE, MA",ST,42.1048189,-71.6072875,FALSE,7/7/2022 11:41
USGS,1096906,"BOULDER BROOK NEAR EAST BOLTON, MA",ST,42.4528702,-71.580622,FALSE,7/7/2022 11:41
USGS,1095915,"MULPUS BROOK NEAR SHIRLEY, MA",ST,42.5739797,-71.5781228,FALSE,7/7/2022 11:41
USGS,1096503,"NISSITISSIT RIVER AT PEPPERELL, MA",ST,42.6720338,-71.5770126,FALSE,7/7/2022 11:41
USGS,1096910,"BOULDER BROOK AT EAST BOLTON, MA",ST,42.4512036,-71.57701079,FALSE,7/7/2022 11:41
USGS,1096500,"NASHUA RIVER AT EAST PEPPERELL, MA",ST,42.66758945,-71.57506809,FALSE,7/7/2022 11:41
USGS,1111230,"BLACKSTONE RIVER AT MILLVILLE, MA",ST,42.0228757,-71.5722859,FALSE,7/7/2022 11:41
USGS,1096505,"UNKETY BROOK NEAR PEPPERELL, MA",ST,42.68981148,-71.5478453,FALSE,7/7/2022 11:41
USGS,1103100,"CHARLES RIVER NEAR MILFORD, MA",ST,42.1823183,-71.5058962,FALSE,7/7/2022 11:41
USGS,1103150,"CHARLES RIVER TRIBUTARY AT BELLINGHAM, MA",ST,42.086764,-71.48978377,FALSE,7/7/2022 11:41
USGS,1098710,"HAGER POND OUTLET AT MARLBOROUGH, MA",ST,42.35176088,-71.48589668,FALSE,7/7/2022 11:41
USGS,1103200,"CHARLES RIVER BELOW BOX POND AT BELLINGHAM, MA",ST,42.09398619,-71.481728,FALSE,7/7/2022 11:41
USGS,1103214,"BEAVER BROOK NEAR HOLLISTON, MA",ST,42.1800963,-71.4789509,FALSE,7/7/2022 11:41
USGS,1097480,"SUDBURY RIVER AT ASHLAND, MA",ST,42.26009564,-71.4564509,FALSE,7/7/2022 11:41
USGS,1103217,"HOPPING BROOK NEAR WEST MEDWAY, MA",ST,42.1420414,-71.45533869,FALSE,7/7/2022 11:41
USGS,1097000,"ASSABET RIVER AT MAYNARD, MA",ST,42.432038,-71.4497848,FALSE,7/7/2022 11:41
USGS,1103370,"JAR BROOK NEAR HOLLISTON, MA",ST,42.22954058,-71.4425613,FALSE,7/7/2022 11:41
USGS,1103250,"CHICKEN BROOK AT HOLLISTON, MA",ST,42.18787439,-71.4386719,FALSE,7/7/2022 11:41
USGS,1103240,"MINE BROOK NEAR FRANKLIN, MA",ST,42.12481955,-71.43061548,FALSE,7/7/2022 11:41
USGS,1103220,"MISCOE BROOK NEAR FRANKLIN, MA",ST,42.0409315,-71.4267256,FALSE,7/7/2022 11:41
USGS,1103260,"CHARLES RIVER AT WEST MEDWAY, MA",ST,42.13676397,-71.418393,FALSE,7/7/2022 11:41
USGS,1097300,"NASHOBA BROOK NEAR ACTON, MA",ST,42.51259289,-71.40422829,FALSE,7/7/2022 11:41
USGS,1098530,"SUDBURY RIVER AT SAXONVILLE, MA",ST,42.3253732,-71.3975605,FALSE,7/7/2022 11:41
USGS,1097380,"NASHOBA BROOK, COMMONWEALTH AVE AT W. CONCORD, MA",ST,42.45888889,-71.3972222,FALSE,7/7/2022 11:41
USGS,1103390,"BOGASTOW BROOK NEAR MILLIS, MA",ST,42.1837082,-71.39033697,FALSE,7/7/2022 11:41
USGS,1103280,"CHARLES RIVER AT MEDWAY, MA",ST,42.1398197,-71.3895032,FALSE,7/7/2022 11:41
USGS,1098500,"COCHITUATE BK BL LAKE COCHITUATE AT FRAMINGHAM, MA",ST,42.31514167,-71.3838083,FALSE,7/7/2022 11:41
USGS,1098320,"BEAVERDAM BROOK AT NATICK, MA",ST,42.28620724,-71.3817264,FALSE,7/7/2022 11:41
USGS,1098340,"COURSE BROOK AT NATICK, MA",ST,42.27842965,-71.3747817,FALSE,7/7/2022 11:41
USGS,1113750,"ABBOTT RUN NEAR SOUTH ATTLEBORO, MA",ST,41.92871056,-71.3725559,FALSE,7/7/2022 11:41
USGS,1096550,"MERRIMACK RIVER ABOVE LOWELL, MA",ST,42.6389799,-71.3708955,FALSE,7/7/2022 11:41
USGS,1103300,"MILL RIVER NEAR NORFOLK, MA",ST,42.1225978,-71.36589108,FALSE,7/7/2022 11:41
USGS,1103290,"SAFE MEADOW BROOK NEAR WRENTHAM, MA",ST,42.0548206,-71.363668,FALSE,7/7/2022 11:41
USGS,1098450,"SNAKE BROOK AT WAYLAND, MA",ST,42.31592927,-71.3628371,FALSE,7/7/2022 11:41
USGS,1103305,"CHARLES RIVER NEAR MILLIS, MA",ST,42.1331533,-71.36228,FALSE,7/7/2022 11:41
USGS,1103303,"CRESS BROOK NEAR NORFOLK, MA",ST,42.12509785,-71.3606131,FALSE,7/7/2022 11:41
USGS,1098360,"PEGAN BROOK AT NATICK, MA",ST,42.28537419,-71.3572812,FALSE,7/7/2022 11:41
USGS,1103415,"INDIAN BROOK NEAR SHERBORN, MA",ST,42.2595412,-71.3564477,FALSE,7/7/2022 11:41
USGS,1103400,"CHARLES RIVER NEAR MEDFIELD, MA",ST,42.21009726,-71.35200268,FALSE,7/7/2022 11:41
USGS,1103355,"CHARLES RIVER TRIBUTARY NO 2 AT MILLIS, MA",ST,42.1806531,-71.34505769,FALSE,7/7/2022 11:41
USGS,1109270,"RUNNINS RIVER AT SEEKONK, MA",ST,41.8237117,-71.3328306,FALSE,7/7/2022 11:41
USGS,1096570,"MERRIMACK RIVER AB CONCORD RIVER, AT LOWELL, MA",ST,42.6492577,-71.3300612,FALSE,7/7/2022 11:41
USGS,1103320,"STOP RIVER TRIBUTARY AT NORFOLK, MA",ST,42.1300981,-71.3195007,FALSE,7/7/2022 11:41
USGS,1103308,"STOP RIVER TRIBUTARY #3 NEAR WRENTHAM, MA",ST,42.08954288,-71.31450009,FALSE,7/7/2022 11:41
USGS,1103350,"VINE BROOK AT MEDFIELD, MA",ST,42.1878756,-71.30672319,FALSE,7/7/2022 11:41
USGS,1103330,"STOP RIVER NEAR MEDFIELD, MA",ST,42.15093145,-71.3045005,FALSE,7/7/2022 11:41
USGS,1099500,"CONCORD R BELOW R MEADOW BROOK, AT LOWELL, MA",ST,42.6367581,-71.3020047,FALSE,7/7/2022 11:41
USGS,1104300,"STONY BROOK NEAR WESTON, MA",ST,42.3975954,-71.30144669,FALSE,7/7/2022 11:41
USGS,1100000,"MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA",ST,42.64592464,-71.2983937,FALSE,7/7/2022 11:41
USGS,1103455,"TROUT BROOK AT DOVER, MA",ST,42.25398645,-71.29339017,FALSE,7/7/2022 11:41
USGS,1104370,"STONY BROOK AT VILES STREET, NEAR WESTON, MA",ST,42.38555556,-71.2894444,FALSE,7/7/2022 11:41
USGS,1103440,"FULLER BROOK AT WELLESLEY, MA",ST,42.29593034,-71.2878347,FALSE,7/7/2022 11:41
USGS,1104390,"STONY BROOK AT KENDAL GREEN, MA",ST,42.37676256,-71.281446,FALSE,7/7/2022 11:41
USGS,1109215,"PALMER RIVER NEAR REHOBOTH, MA",ST,41.8306563,-71.2814395,FALSE,7/7/2022 11:41
USGS,1104440,"HOBBS BROOK AT KENDAL GREEN, MA",ST,42.37759589,-71.2806126,FALSE,7/7/2022 11:41
USGS,1104400,"HOBBS BROOK NEAR LINCOLN, MA",ST,42.43815056,-71.2803351,FALSE,7/7/2022 11:41
USGS,1109220,"PALMER RIVER AT SOUTH REHOBOTH, MA",ST,41.80926767,-71.2778279,FALSE,7/7/2022 11:41
USGS,1104453,STONY BROOK UNNAMED TRIB 2 NR WESTON STATION,ST,42.37138889,-71.27527778,FALSE,7/7/2022 11:41
USGS,1104430,"HOBBS BK BELOW CAMBRIDGE RES NR KENDALL GREEN, MA",ST,42.3981512,-71.2733903,FALSE,7/7/2022 11:41
USGS,1100568,"SHAWSHEEN RIVER AT HANSCOM FIELD NEAR BEDFORD, MA",ST,42.46703909,-71.2722795,FALSE,7/7/2022 11:41
USGS,1104433,"HOBBS BROOK, UNNAMED TRIBUTARY 1, NEAR WESTON, MA",ST,42.39120689,-71.2711679,FALSE,7/7/2022 11:41
USGS,1104460,"STONY BROOK AT RT 20 AT WALTHAM, MA",ST,42.368985,-71.2706123,FALSE,7/7/2022 11:41
USGS,1104455,"STONY BROOK, UNNAMED TRIBUTARY 1, NEAR WALTHAM, MA",ST,42.37259606,-71.27033448,FALSE,7/7/2022 11:41
USGS,1104405,"HOBBS BROOK AT MILL ST NR LINCOLN, MA",ST,42.436484,-71.2695014,FALSE,7/7/2022 11:41
USGS,1104475,"STONY BROOK RES., UNNAMED TRIB 1, NEAR WESTON, MA",ST,42.3545408,-71.2681121,FALSE,7/7/2022 11:41
USGS,1100100,"RICHARDSON BROOK NEAR LOWELL, MA",ST,42.6634245,-71.2667264,FALSE,7/7/2022 11:41
USGS,1104480,"STONY BROOK RESERVOIR AT DAM NEAR WALTHAM, MA",ST,42.3556519,-71.2650565,FALSE,7/7/2022 11:41
USGS,1104410,"CAMBRIDGE RES., UNNAMED TRIB 1, NR LEXINGTON, MA",ST,42.43648406,-71.2642235,FALSE,7/7/2022 11:41
USGS,1104850,"MINE BROOK AT WALPOLE, MA",ST,42.1539873,-71.2639436,FALSE,7/7/2022 11:41
USGS,1103480,"NOANET BROOK NEAR DOVER, MA",ST,42.25232015,-71.2628336,FALSE,7/7/2022 11:41
USGS,1100200,"TRULL BROOK NEAR LOWELL, MA",ST,42.6495359,-71.2600593,FALSE,7/7/2022 11:41
USGS,1104415,"CAMBRIDGE RES., UNNAMED TRIB 2, NR LEXINGTON, MA",ST,42.43592855,-71.2600567,FALSE,7/7/2022 11:41
USGS,1103500,"CHARLES RIVER AT DOVER, MA",ST,42.256209,-71.2600558,FALSE,7/7/2022 11:41
USGS,1108500,"WADING RIVER AT WEST MANSFIELD, MA",ST,42.0000992,-71.2600527,FALSE,7/7/2022 11:41
USGS,1104420,"CAMBRIDGE RES., UNNAMED TRIB 3, NR LEXINGTON, MA",ST,42.4198177,-71.2575565,FALSE,7/7/2022 11:41
USGS,1100576,"SHAWSHEEN RIVER AT BEDFORD, MA",ST,42.4912055,-71.2564458,FALSE,7/7/2022 11:41
USGS,1100578,"SHAWSHEEN RIVER AT PAGE RD AT BEDFORD, MA",ST,42.4931499,-71.2564458,FALSE,7/7/2022 11:41
USGS,1104840,"NEPONSET RIVER AT WALPOLE, MA",ST,42.14120967,-71.2564432,FALSE,7/7/2022 11:41
USGS,1104800,"NEPONSET RIVER NEAR FOXBORO, MA",ST,42.08565438,-71.2564425,FALSE,7/7/2022 11:41
USGS,1100582,"SHAWSHEEN RIVER AT RT 62 NEAR BEDFORD, MA",ST,42.49814987,-71.2558902,FALSE,7/7/2022 11:41
USGS,1109200,"WEST BRANCH PALMER RIVER NEAR REHOBOTH, MA",ST,41.87954487,-71.2544947,FALSE,7/7/2022 11:41
USGS,1104820,"NEPONSET RIVER NEAR SOUTH WALPOLE, MA",ST,42.1245431,-71.2522762,FALSE,7/7/2022 11:41
USGS,1104250,"ROSEMARY BROOK AT WELLESLEY, MA",ST,42.30370839,-71.2517224,FALSE,7/7/2022 11:41
USGS,1109225,"ROCKY RUN NEAR REHOBOTH, MA",ST,41.7812125,-71.250326,FALSE,7/7/2022 11:41
USGS,1104910,"BUBBLING BROOK NORTH ST, NEAR WESTWOOD, MA",ST,42.20120945,-71.249777,FALSE,7/7/2022 11:41
USGS,1104860,"SPRING BROOK AT WALPOLE, MA",ST,42.14648748,-71.2492208,FALSE,7/7/2022 11:41
USGS,1100590,"VINE BROOK NEAR BEDFORD, MA",ST,42.5012054,-71.2464455,FALSE,7/7/2022 11:41
USGS,1104830,"SCHOOL MEADOW BROOK NEAR WALPOLE, MA",ST,42.12565426,-71.2458871,FALSE,7/7/2022 11:41
USGS,1100592,"SHAWSHEEN RIVER MIDDLESEX TURNPIKE, BEDFORD, MA",ST,42.5178718,-71.24505688,FALSE,7/7/2022 11:41
USGS,1109195,"EAST BRANCH PALMER RIVER AT REHOBOTH, MA",ST,41.84260084,-71.2419936,FALSE,7/7/2022 11:41
USGS,1108600,"HODGES BROOK AT WEST MANSFIELD, MA",ST,41.9864883,-71.2403295,FALSE,7/7/2022 11:41
USGS,1104905,"MILL BROOK NEAR WESTWOOD, MA",ST,42.18954289,-71.2394988,FALSE,7/7/2022 11:41
USGS,1108790,"CHARTLEY BROOK NEAR ATTLEBORO, MA",ST,41.92260008,-71.2372727,FALSE,7/7/2022 11:41
USGS,1104500,"CHARLES RIVER AT WALTHAM, MA",ST,42.37231857,-71.2336668,FALSE,7/7/2022 11:41
USGS,1104940,"WILLETT POND OUTLET NEAR NORWOOD, MA",ST,42.18065408,-71.2328318,FALSE,7/7/2022 11:41
USGS,1109030,"ROBINSON BROOK AT MANSFIELD, MA",ST,42.03315477,-71.2306076,FALSE,7/7/2022 11:41
USGS,1104200,"CHARLES RIVER AT WELLESLEY, MA",ST,42.3164861,-71.227833,FALSE,7/7/2022 11:41
USGS,1108800,"CHARTLEY BROOK AT CHARTLEY, MA",ST,41.95009987,-71.226995,FALSE,7/7/2022 11:41
USGS,1104960,"GERMANY BROOK NEAR NORWOOD, MA",ST,42.184543,-71.2242205,FALSE,7/7/2022 11:41
USGS,1100400,"BARTLETT BROOK NEAR METHUEN, MA",ST,42.7042573,-71.22367049,FALSE,7/7/2022 11:41
USGS,1103700,"ROCK MEADOW BROOK AT WESTWOOD, MA",ST,42.2325983,-71.22310999,FALSE,7/7/2022 11:41
USGS,1104501,"BEAVER BROOK, LINDEN STREET, AT WALTHAM, MA",ST,42.3786972,-71.2223722,FALSE,7/7/2022 11:41
USGS,1100300,"FISH BROOK NEAR ANDOVER, MA",ST,42.67981337,-71.2183922,FALSE,7/7/2022 11:41
USGS,1109020,"RUMFORD RIVER AT EAST FOXBORO, MA",ST,42.06343249,-71.2153297,FALSE,7/7/2022 11:41
USGS,1100600,"SHAWSHEEN RIVER NEAR WILMINGTON, MA",ST,42.5681488,-71.2147792,FALSE,7/7/2022 11:41
USGS,1100562,"HARRIS BROOK NEAR METHUEN, MA",ST,42.7403678,-71.2136709,FALSE,7/7/2022 11:41
USGS,1104980,"HAWES BROOK AT NORWOOD, MA",ST,42.17398758,-71.2081087,FALSE,7/7/2022 11:41
USGS,4.21652E+14,"MA-HWY-I95S-OGFC-STATION 00568 NEEDHAM, MA",FA-STS,42.28123056,-71.20178889,FALSE,7/7/2022 11:41
USGS,4.2165E+14,"MA-HWY-I95S-HMA-STATION 00567 NEEDHAM, MA",FA-STS,42.28048056,-71.20125,FALSE,7/7/2022 11:41
USGS,1105000,"NEPONSET RIVER AT NORWOOD, MA",ST,42.1775987,-71.2008863,FALSE,7/7/2022 11:41
USGS,1109135,"COLE RIVER NEAR SWANSEA, MA",ST,41.7751016,-71.19865787,FALSE,7/7/2022 11:41
USGS,1100609,"STRONG WATER BROOK NEAR TEWKSBURY, MA",ST,42.59620394,-71.19589038,FALSE,7/7/2022 11:41
USGS,1104630,"LAUNDRY BROOK AT NEWTON CENTER, MA",ST,42.33565266,-71.1958878,FALSE,7/7/2022 11:41
USGS,1105100,"TRAPHOLE BROOK NEAR NORWOOD, MA",ST,42.1600988,-71.1958859,FALSE,7/7/2022 11:41
USGS,1108300,"CANOE RIVER AT EAST FOXBORO, MA",ST,42.07093257,-71.19588468,FALSE,7/7/2022 11:41
USGS,1104100,"SOUTH MEADOW BROOK AT NEWTON, MA",ST,42.31537519,-71.195332,FALSE,7/7/2022 11:41
USGS,1109130,"LEWIN BROOK AT SWANSEA, MA",ST,41.748713,-71.195324,FALSE,7/7/2022 11:41
USGS,1105530,"PURGATORY BROOK NEAR NORWOOD, MA",ST,42.2092653,-71.18449739,FALSE,7/7/2022 11:41
USGS,1105255,"BEAVER BROOK AT MASKWONICUT ST AT SHARON, MA",ST,42.1331546,-71.1775516,FALSE,7/7/2022 11:41
USGS,1109000,"WADING RIVER NEAR NORTON, MA",ST,41.94760015,-71.1767155,FALSE,7/7/2022 11:41
USGS,1104050,"SAWMILL BROOK NEAR WEST ROXBURY, MA",ST,42.2909312,-71.1739424,FALSE,7/7/2022 11:41
USGS,1103990,"LOWDER BROOK AT DEDHAM, MA",ST,42.25204295,-71.1719976,FALSE,7/7/2022 11:41
USGS,1105200,"MASSAPOAG BROOK AT SHARON, MA",ST,42.11482139,-71.17144,FALSE,7/7/2022 11:41
USGS,1104000,"MOTHER BROOK AT DEDHAM, MA",ST,42.2550985,-71.1642196,FALSE,7/7/2022 11:41
USGS,1100564,"SPICKET RIVER AT SHORT STREET, LAWRENCE, MA",ST,42.71355,-71.16083889,FALSE,7/7/2022 11:41
USGS,1101300,"MAPLE MEADOW BROOK AT WILMINGTON, MA",ST,42.53703855,-71.1606109,FALSE,7/7/2022 11:41
USGS,4.22754E+14,MA-XRW   70,GW,42.46527778,-71.1583333,FALSE,7/7/2022 11:41
USGS,1104660,"FANEUIL BROOK AT BRIGHTON, MA",ST,42.3562081,-71.15505349,FALSE,7/7/2022 11:41
USGS,1100565,"SPICKET RIVER AT LAWRENCE, MA",ST,42.7092577,-71.1514468,FALSE,7/7/2022 11:41
USGS,1100620,"SHAWSHEEN RIVER AT ANDOVER, MA",ST,42.64731439,-71.1508902,FALSE,7/7/2022 11:41
USGS,1100627,"SHAWSHEEN RIVER AT BALMORAL STREET AT ANDOVER, MA",ST,42.6714806,-71.1492239,FALSE,7/7/2022 11:41
USGS,1103015,"MILL BROOK AT ARLINGTON, MA",ST,42.4223182,-71.1492205,FALSE,7/7/2022 11:41
USGS,1105554,"NEPONSET RIVER AT GREENLODGE ST NEAR CANTON, MA",ST,42.2092655,-71.1458851,FALSE,7/7/2022 11:41
USGS,1105500,"EAST BRANCH NEPONSET RIVER AT CANTON, MA",ST,42.15454356,-71.1458842,FALSE,7/7/2022 11:41
USGS,1100630,"SHAWSHEEN RIVER NEAR NORTH ANDOVER, MA",ST,42.6800916,-71.1453351,FALSE,7/7/2022 11:41
USGS,1108320,"CANOE RIVER NEAR NORTON, MA",ST,41.97732228,-71.14393699,FALSE,7/7/2022 11:41
USGS,1109070,"SEGREGANSET RIVER NEAR DIGHTON, MA",ST,41.840379,-71.142824,FALSE,7/7/2022 11:41
USGS,1103010,"MYSTIC RIVER AT ARLINGTON, MA",ST,42.42066667,-71.1426944,FALSE,7/7/2022 11:41
USGS,1108340,"POQUANTICUT BROOK NEAR NORTH EASTON, MA",ST,42.03787746,-71.142549,FALSE,7/7/2022 11:41
USGS,4.1582E+14,MA-N4W  232,GW,41.9723083,-71.13998889,FALSE,7/7/2022 11:41
USGS,1102495,"HORN POND BROOK AT WINCHESTER, MA",ST,42.4556511,-71.1381094,FALSE,7/7/2022 11:41
USGS,1102500,"ABERJONA RIVER AT WINCHESTER, MA",ST,42.4474568,-71.1380816,FALSE,7/7/2022 11:41
USGS,1105300,"STEEP HILL BROOK AT CANTON, MA",ST,42.14426589,-71.1367171,FALSE,7/7/2022 11:41
USGS,1105553,"PONKAPOAG BROOK NEAR CANTON, MA",ST,42.20343228,-71.1353291,FALSE,7/7/2022 11:41
USGS,1100660,"BARE MEADOW BROOK BROOKDALE AVE, NR METHUEN, MA",ST,42.75897917,-71.134225,FALSE,7/7/2022 11:41
USGS,1103025,"ALEWIFE BROOK NEAR ARLINGTON, MA",ST,42.40704077,-71.1339422,FALSE,7/7/2022 11:41
USGS,1105450,"PEQUID BROOK AT CANTON, MA",ST,42.1675991,-71.1339396,FALSE,7/7/2022 11:41
USGS,1108360,"MULBERRY MEADOW BROOK NEAR NORTON, MA",ST,41.97815566,-71.1339366,FALSE,7/7/2022 11:41
USGS,1102460,"ABERJONA RIVER NEAR WOBURN, MA",ST,42.49148395,-71.1289428,FALSE,7/7/2022 11:41
USGS,1105350,"BEAVER MEADOW BROOK AT CANTON, MA",ST,42.14982147,-71.1261613,FALSE,7/7/2022 11:41
USGS,1109060,"THREEMILE RIVER AT NORTH DIGHTON, MA",ST,41.8662122,-71.12282369,FALSE,7/7/2022 11:41
USGS,1109100,"TAUNTON RIVER TRIBUTARY NEAR FALL RIVER, MA",ST,41.75871315,-71.1164332,FALSE,7/7/2022 11:41
USGS,11055525,"PONKAPOAG BRK UPSTREAM RT 138,NR CANTON, MA",ST,42.19027778,-71.1144444,FALSE,7/7/2022 11:41
USGS,1101344,"IPSWICH RIVER AT MILL STREET NR NORTH READING, MA",ST,42.5611111,-71.1111111,FALSE,7/7/2022 11:41
USGS,1108400,"MILL RIVER NEAR TAUNTON, MA",ST,41.92315626,-71.1058794,FALSE,7/7/2022 11:41
USGS,1106005,"ANGELINE BROOK NEAR WESTPORT POINT, MA",ST,41.5514924,-71.1050429,FALSE,7/7/2022 11:41
USGS,1104687,"STONY BROOK AT ROXBURY, MA",ST,42.3181534,-71.10227398,FALSE,7/7/2022 11:41
USGS,1101400,"MARTINS BROOK NEAR NORTH READING, MA",ST,42.57138889,-71.10138889,FALSE,7/7/2022 11:41
USGS,1103040,"MYSTIC RIVER RT 16 AT MEDFORD, MA",ST,42.4057222,-71.096,FALSE,7/7/2022 11:41
USGS,1101450,"IPSWICH RIVER AT NORTH READING, MA",ST,42.57231607,-71.0897766,FALSE,7/7/2022 11:41
USGS,1108410,"MILL RIVER AT SPRING STREET AT TAUNTON, MA",ST,41.8998232,-71.0894897,FALSE,7/7/2022 11:41
USGS,1109090,"RATTLESNAKE BROOK NEAR ASSONET, MA",ST,41.7767686,-71.0892105,FALSE,7/7/2022 11:41
USGS,1103038,"MALDEN RIVER AT MALDEN, MA",ST,42.41777778,-71.0731667,FALSE,7/7/2022 11:41
USGS,1105950,"KIRBY BROOK NEAR HEAD OF WESTPORT, MA",ST,41.6006589,-71.0730977,FALSE,7/7/2022 11:41
USGS,11055566,"NEPONSET RIVER AT MILTON VILLAGE, MA",ST,42.2709321,-71.06838369,FALSE,7/7/2022 11:41
USGS,1107000,"DORCHESTER BROOK NEAR BROCKTON, MA",ST,42.06148889,-71.06587997,FALSE,7/7/2022 11:41
USGS,1105947,"BREAD AND CHEESE BROOK AT HEAD OF WESTPORT, MA",ST,41.63399206,-71.0628198,FALSE,7/7/2022 11:41
USGS,1108280,"FORGE RIVER NEAR TAUNTON, MA",ST,41.9070455,-71.0586554,FALSE,7/7/2022 11:41
USGS,1107050,"HOCKOMOCK RIVER NEAR WEST BRIDGEWATER, MA",ST,42.0112114,-71.05810099,FALSE,7/7/2022 11:41
USGS,1105559,"NORROWAY BROOK AT NORTH RANDOLPH, MA",ST,42.1845439,-71.0517151,FALSE,7/7/2022 11:41
USGS,1108240,"DAM LOT BROOK NEAR TAUNTON, MA",ST,41.9084344,-71.051433,FALSE,7/7/2022 11:41
USGS,1108180,"COTLEY RIVER AT EAST TAUNTON, MA",ST,41.8826013,-71.0478215,FALSE,7/7/2022 11:41
USGS,1105561,"FARM RIVER NEAR BRAINTREE, MA",ST,42.20843277,-71.0403263,FALSE,7/7/2022 11:41
USGS,1107070,"WEST MEADOW BROOK NEAR BROCKTON, MA",ST,42.0559335,-71.03893447,FALSE,7/7/2022 11:41
USGS,1109080,"ASSONET RIVER NEAR ASSONET, MA",ST,41.81371297,-71.0383762,FALSE,7/7/2022 11:41
USGS,1105571,"GLOVERS BROOK AT RANDOLPH, MA",ST,42.1692663,-71.0361588,FALSE,7/7/2022 11:41
USGS,11006988,"MERRIMACK RIVER AT BATES BRIDGE NEAR HAVERHILL, MA",ST,42.7636083,-71.0331722,FALSE,7/7/2022 11:41
USGS,1100700,"EAST MEADOW RIVER NEAR HAVERHILL, MA",ST,42.811479,-71.0325568,FALSE,7/7/2022 11:41
USGS,1105569,"MARY LEE BROOK AT RANDOLPH, MA",ST,42.16093307,-71.02838058,FALSE,7/7/2022 11:41
USGS,1101500,"IPSWICH RIVER AT SOUTH MIDDLETON, MA",ST,42.56953869,-71.0269974,FALSE,7/7/2022 11:41
USGS,1105943,"SHINGLE ISLAND RIVER HXVLE RD NR N DARTMOUTH, MA",ST,41.6695475,-71.0250412,FALSE,7/7/2022 11:41
USGS,1105562,"FARM RIVER NEAR SOUTH BRAINTREE, MA",ST,42.19871068,-71.0242145,FALSE,7/7/2022 11:41
USGS,1105574,"COCHATO RIVER AT BRAINTREE HIGHLANDS, MA",ST,42.18037746,-71.0200474,FALSE,7/7/2022 11:41
USGS,1105937,"SHINGLE ISLAND RIVER NEAR NORTH DARTMOUTH, MA",ST,41.68204744,-71.01754109,FALSE,7/7/2022 11:41
USGS,1105565,"TROUT BK 0.2 MI AB LK HOLBROOK AT HOLBROOK, MA",ST,42.14037769,-71.01337969,FALSE,7/7/2022 11:41
USGS,1105935,"DESTRUCTION BROOK NEAR SOUTH DARTMOUTH, MA",ST,41.5723262,-71.0125399,FALSE,7/7/2022 11:41
USGS,1105575,"CRANBERRY BROOK AT BRAINTREE HIGHLANDS, MA",ST,42.1839886,-71.0111583,FALSE,7/7/2022 11:41
USGS,1105557,"FURNACE BROOK AT QUINCY, MA",ST,42.25787706,-71.0086596,FALSE,7/7/2022 11:41
USGS,1100890,"PARKER RIVER, RT 97 NEAR GEORGETOWN, MA",ST,42.7325916,-71.00838867,FALSE,7/7/2022 11:41
USGS,1105580,"MONATIQUOT RIVER AT SOUTH BRAINTREE, MA",ST,42.19759967,-71.00810289,FALSE,7/7/2022 11:41
USGS,1102345,"SAUGUS RIVER AT SAUGUS IRONWORKS AT SAUGUS, MA",ST,42.4695404,-71.0069954,FALSE,7/7/2022 11:41
USGS,1100804,"COBBLER BROOK AT MERRIMAC, MA",ST,42.83203449,-70.9981118,FALSE,7/7/2022 11:41
USGS,1105585,"TOWN BROOK AT QUINCY, MA",ST,42.24787726,-70.9972703,FALSE,7/7/2022 11:41
USGS,1108110,"SNOWS BROOK NEAR NORTH MIDDLEBORO, MA",ST,41.93760115,-70.9947647,FALSE,7/7/2022 11:41
USGS,1105933,"PASKAMANSET RIVER NEAR SOUTH DARTMOUTH, MA",ST,41.58538185,-70.9903171,FALSE,7/7/2022 11:41
